cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao
63896,526,2022-12-10 00:41:24,Saque,-345
67818,526,2022-12-29 11:49:03,Saque,-325
16318,782,2019-03-14 12:17:06,Saque,-105
21680,782,2019-04-03 20:34:44,Saque,-570
52349,782,2021-07-15 11:52:12,Saque,-100
69692,782,2022-02-15 07:38:02,Saque,-115
12765,15,2022-12-27 07:25:46,Saque,-225
24592,15,2022-12-29 23:40:22,Saque,-650
29490,15,2022-12-30 00:00:00,Saque,-340
17546,527,2020-08-28 13:21:26,Saque,-430
53568,527,2020-12-03 09:09:39,Saque,-220
54494,527,2020-12-03 14:05:03,Saque,-100
63644,527,2021-04-19 16:54:18,Saque,-145
46412,783,2017-11-27 18:34:07,Saque,-995
51490,783,2018-11-13 05:54:46,Saque,-425
68914,783,2019-01-07 19:33:10,Saque,-190
30688,16,2021-11-20 01:38:04,Saque,-140
37624,272,2022-12-29 15:44:25,Saque,-95
59712,272,2022-12-29 23:59:59,Saque,-280
13562,528,2016-04-12 14:38:46,Saque,-50
52966,528,2017-03-13 14:40:27,Saque,-650
55668,528,2017-03-25 13:21:43,Saque,-220
60003,528,2017-04-04 18:58:47,Saque,-300
69033,528,2018-09-03 02:07:07,Saque,-190
19616,784,2022-12-27 17:51:14,Saque,-265
36328,784,2022-12-29 23:59:55,Saque,-170
37823,784,2022-12-29 23:59:59,Saque,-615
40577,784,2022-12-29 23:59:59,Saque,-710
41410,784,2022-12-29 23:59:59,Saque,-195
12574,17,2022-04-27 14:40:05,Saque,-60
2893,273,2020-08-03 12:52:31,Saque,-380
50087,273,2022-12-29 22:26:18,Saque,-345
23691,529,2020-09-03 03:56:46,Saque,-70
27407,529,2020-10-19 17:51:35,Saque,-25
27619,529,2020-10-24 19:43:59,Saque,-290
14532,785,2021-06-23 16:22:14,Saque,-110
21278,785,2021-08-10 04:13:31,Saque,-105
68099,785,2022-12-29 23:59:54,Saque,-85
33798,18,2022-12-29 21:48:02,Saque,-655
37757,18,2022-12-29 23:59:38,Saque,-1335
33902,274,2022-12-29 05:13:37,Saque,-1590
42236,274,2022-12-30 00:00:00,Saque,-530
2013,530,2018-03-24 01:16:28,Saque,-245
13414,530,2018-04-20 15:28:40,Saque,-115
65181,530,2019-03-02 08:38:49,Saque,-425
52088,786,2022-12-30 00:00:00,Saque,-585
57126,786,2022-12-30 00:00:00,Saque,-60
1651,19,2019-10-12 15:37:40,Saque,-140
10991,19,2019-10-23 20:18:30,Saque,-245
43122,19,2022-01-03 21:40:24,Saque,-405
57514,19,2022-12-29 18:10:39,Saque,-155
58572,19,2022-12-29 19:12:34,Saque,-50
59582,19,2022-12-29 22:40:17,Saque,-120
70625,19,2022-12-29 23:59:59,Saque,-80
36169,275,2022-12-29 23:59:51,Saque,-335
44206,275,2022-12-29 23:59:58,Saque,-90
52892,275,2022-12-30 00:00:00,Saque,-60
50541,787,2022-12-19 00:41:24,Saque,-120
59395,787,2022-12-29 23:59:31,Saque,-80
25643,20,2022-09-16 11:20:18,Saque,-30
49327,20,2022-11-15 13:53:38,Saque,-65
35973,276,2022-11-20 04:27:43,Saque,-40
24369,532,2022-03-09 03:06:11,Saque,-190
17406,788,2022-01-29 18:58:24,Saque,-30
40208,788,2022-12-07 21:11:33,Saque,-180
3144,21,2016-07-29 18:59:45,Saque,-65
23424,21,2017-10-28 22:51:19,Saque,-25
29011,21,2017-11-26 18:43:52,Saque,-80
47439,21,2022-07-23 03:52:29,Saque,-215
48985,21,2022-08-12 02:31:29,Saque,-215
55260,21,2022-09-15 11:56:27,Saque,-195
18527,277,2015-05-15 01:27:09,Saque,-140
17385,533,2021-12-12 21:24:32,Saque,-205
46784,533,2022-12-28 08:13:22,Saque,-275
15662,789,2022-05-21 22:30:02,Saque,-205
41000,789,2022-12-28 10:51:46,Saque,-125
70082,789,2022-12-30 00:00:00,Saque,-190
5005,22,2020-12-13 15:10:03,Saque,-80
67390,22,2022-12-30 00:00:00,Saque,-60
34251,278,2022-11-22 21:46:11,Saque,-730
70173,278,2022-12-29 23:59:59,Saque,-120
71881,278,2022-12-29 23:59:59,Saque,-305
1171,534,2015-02-12 04:18:07,Saque,-680
4094,534,2015-02-12 23:57:42,Saque,-170
39044,534,2017-09-27 18:25:58,Saque,-130
19747,23,2016-12-04 06:04:00,Saque,-70
31337,23,2017-03-20 08:07:42,Saque,-70
35403,23,2018-05-17 16:04:51,Saque,-190
41421,23,2018-07-03 00:51:16,Saque,-235
18855,279,2022-12-19 15:28:48,Saque,-125
26131,279,2022-12-29 23:56:51,Saque,-85
33007,279,2022-12-29 23:59:59,Saque,-25
2685,535,2014-09-10 08:53:53,Saque,-230
42769,535,2020-04-18 09:49:32,Saque,-40
65869,535,2021-01-11 21:57:03,Saque,-55
2844,791,2015-11-12 09:41:52,Saque,-105
3563,791,2015-11-13 04:36:58,Saque,-490
7088,791,2015-11-13 10:20:55,Saque,-110
30009,791,2018-07-19 16:22:20,Saque,-35
63281,791,2022-12-20 15:39:21,Saque,-530
16839,24,2018-10-09 00:39:22,Saque,-70
49431,24,2022-12-29 19:38:27,Saque,-40
57412,24,2022-12-29 23:59:58,Saque,-195
3603,280,2018-04-20 13:51:55,Saque,-330
5471,280,2018-09-18 04:15:27,Saque,-135
6197,280,2018-09-23 02:03:43,Saque,-270
10769,280,2018-09-25 07:12:33,Saque,-110
11437,280,2018-12-01 05:08:13,Saque,-995
18976,280,2019-01-23 17:00:18,Saque,-635
22681,280,2019-05-10 23:26:59,Saque,-690
33674,280,2019-09-13 23:58:47,Saque,-175
39457,280,2020-04-07 14:25:44,Saque,-95
48412,280,2020-10-03 18:42:54,Saque,-425
50333,280,2020-10-17 08:07:07,Saque,-455
53248,280,2020-10-18 12:59:17,Saque,-35
56572,280,2020-10-18 18:10:47,Saque,-70
63302,280,2022-08-30 08:45:28,Saque,-105
51839,536,2022-12-30 00:00:00,Saque,-200
61545,792,2022-12-29 23:59:59,Saque,-90
10019,25,2022-11-07 16:35:36,Saque,-255
31281,25,2022-12-29 23:59:59,Saque,-870
33345,25,2022-12-29 23:59:59,Saque,-875
35094,281,2022-12-29 01:58:40,Saque,-50
70958,281,2022-12-30 00:00:00,Saque,-570
3929,537,2020-03-27 06:17:33,Saque,-455
17782,537,2020-11-12 08:26:38,Saque,-670
44925,537,2022-10-19 13:13:25,Saque,-255
67305,537,2022-12-29 23:24:33,Saque,-185
70829,793,2022-12-30 00:00:00,Saque,-225
4943,26,2012-09-06 00:50:16,Saque,-150
10865,26,2012-09-30 18:01:51,Saque,-55
28725,26,2013-06-06 22:41:36,Saque,-45
30225,26,2013-10-08 07:07:45,Saque,-130
37368,26,2014-01-15 14:28:33,Saque,-135
46435,26,2020-07-07 23:02:39,Saque,-85
65398,26,2020-10-29 01:52:08,Saque,-180
67346,26,2020-11-14 12:21:46,Saque,-75
8362,282,2017-11-04 22:49:52,Saque,-245
16477,282,2017-11-20 14:25:17,Saque,-155
32820,282,2022-12-29 23:28:30,Saque,-40
39350,282,2022-12-29 23:59:37,Saque,-435
46876,282,2022-12-30 00:00:00,Saque,-655
69312,282,2022-12-30 00:00:00,Saque,-95
23291,794,2021-06-10 22:46:54,Saque,-180
28129,794,2021-06-13 07:21:27,Saque,-475
41272,794,2021-09-19 12:01:04,Saque,-40
26056,27,2022-12-29 23:59:39,Saque,-95
42701,27,2022-12-30 00:00:00,Saque,-85
23210,283,2019-01-29 20:13:00,Saque,-900
39074,283,2019-04-19 11:22:04,Saque,-615
48379,283,2019-06-09 09:37:58,Saque,-435
63656,283,2020-02-04 16:05:13,Saque,-215
9830,539,2011-05-06 05:27:31,Saque,-630
18089,539,2012-02-21 16:07:17,Saque,-195
24017,539,2012-02-24 11:39:10,Saque,-175
45524,539,2012-09-28 11:37:29,Saque,-60
46015,539,2012-10-27 18:06:32,Saque,-80
51725,539,2013-03-19 23:24:46,Saque,-205
60734,539,2015-02-02 17:09:43,Saque,-140
62231,539,2015-02-03 17:05:27,Saque,-95
5485,795,2022-03-29 19:26:12,Saque,-285
26351,795,2022-12-29 23:59:59,Saque,-345
7169,28,2017-04-27 18:11:20,Saque,-35
31816,28,2017-08-15 01:35:04,Saque,-1335
39994,28,2017-10-20 06:43:53,Saque,-325
70497,28,2019-11-24 06:23:48,Saque,-305
3129,284,2020-03-09 04:54:36,Saque,-50
37031,540,2020-01-12 06:56:44,Saque,-675
37456,540,2020-01-12 08:45:25,Saque,-250
37681,540,2020-01-12 09:26:55,Saque,-185
42280,540,2020-01-13 08:38:43,Saque,-390
55719,540,2021-05-15 00:19:40,Saque,-595
57393,540,2021-05-17 05:12:46,Saque,-45
57605,540,2021-05-17 16:54:45,Saque,-355
71755,540,2021-08-19 04:14:57,Saque,-140
1177,796,2019-11-29 12:22:37,Saque,-130
4904,796,2020-03-15 15:02:54,Saque,-95
18721,796,2020-04-01 06:08:14,Saque,-900
25522,796,2020-11-24 09:42:44,Saque,-185
29600,796,2020-12-23 07:49:21,Saque,-140
52239,796,2022-05-31 23:30:29,Saque,-320
60745,796,2022-07-13 03:03:32,Saque,-1615
22968,29,2022-06-23 22:26:26,Saque,-70
8258,285,2017-08-25 02:45:09,Saque,-250
11944,285,2020-12-29 02:27:32,Saque,-45
17249,285,2022-12-09 06:58:57,Saque,-25
43416,285,2022-12-29 23:59:57,Saque,-910
46164,285,2022-12-30 00:00:00,Saque,-355
49423,285,2022-12-30 00:00:00,Saque,-395
5523,541,2019-06-03 03:39:03,Saque,-35
26073,541,2021-12-14 00:43:50,Saque,-20
57042,541,2022-12-12 12:30:58,Saque,-75
39711,797,2022-12-30 00:00:00,Saque,-40
49643,797,2022-12-30 00:00:00,Saque,-75
26752,30,2020-03-12 09:38:49,Saque,-180
54108,30,2022-12-29 19:10:45,Saque,-50
15265,286,2021-11-22 06:28:32,Saque,-680
15849,286,2021-11-22 14:45:19,Saque,-285
44216,286,2022-05-06 04:29:06,Saque,-395
57024,286,2022-12-26 18:46:39,Saque,-300
25019,542,2022-07-25 18:43:37,Saque,-35
54916,542,2022-12-30 00:00:00,Saque,-105
35248,798,2017-05-11 14:36:21,Saque,-500
51268,798,2017-09-04 21:05:59,Saque,-270
19754,31,2018-10-29 14:44:48,Saque,-205
30617,31,2018-12-07 12:42:10,Saque,-40
37663,31,2019-02-04 08:52:51,Saque,-105
47865,31,2021-08-28 22:37:22,Saque,-475
50032,31,2021-08-29 11:58:52,Saque,-990
16148,287,2022-08-17 22:47:49,Saque,-120
21273,287,2022-09-13 10:59:20,Saque,-105
61249,287,2022-12-29 23:59:59,Saque,-185
27328,543,2018-08-08 19:05:18,Saque,-110
48340,799,2022-12-30 00:00:00,Saque,-80
24722,32,2018-07-07 18:24:58,Saque,-20
31919,32,2018-07-11 03:38:21,Saque,-50
33771,32,2018-12-29 07:39:40,Saque,-190
36235,32,2019-01-22 16:30:06,Saque,-165
53669,32,2020-04-15 02:41:54,Saque,-95
6090,288,2018-12-24 08:10:36,Saque,-175
22399,288,2020-09-10 08:30:08,Saque,-80
31271,288,2021-10-09 10:10:29,Saque,-145
28695,544,2020-07-07 07:49:01,Saque,-770
4960,800,2015-03-30 23:37:58,Saque,-305
13086,800,2015-11-14 03:42:39,Saque,-85
22727,800,2015-11-21 05:30:06,Saque,-280
28564,800,2016-02-04 06:24:15,Saque,-225
54850,800,2022-12-29 21:53:19,Saque,-185
67087,800,2022-12-30 00:00:00,Saque,-50
31569,33,2022-09-10 02:20:44,Saque,-60
42251,33,2022-12-30 00:00:00,Saque,-135
55700,33,2022-12-30 00:00:00,Saque,-210
32461,289,2022-12-29 23:59:59,Saque,-85
54549,289,2022-12-29 23:59:59,Saque,-60
16271,545,2020-08-29 13:16:13,Saque,-100
23930,545,2020-09-12 05:21:05,Saque,-40
27628,545,2020-09-12 11:28:42,Saque,-150
13581,801,2021-02-28 14:23:35,Saque,-110
43907,801,2022-12-10 08:58:12,Saque,-25
60728,801,2022-12-29 23:59:58,Saque,-40
65110,801,2022-12-29 23:59:59,Saque,-290
21492,34,2022-12-30 00:00:00,Saque,-50
22413,34,2022-12-30 00:00:00,Saque,-125
29138,34,2022-12-30 00:00:00,Saque,-20
34974,34,2022-12-30 00:00:00,Saque,-175
31856,290,2022-03-02 08:43:52,Saque,-135
69965,290,2022-12-29 23:59:58,Saque,-1280
16243,546,2022-02-22 01:26:42,Saque,-290
27647,546,2022-12-29 17:01:39,Saque,-490
52098,546,2022-12-30 00:00:00,Saque,-495
7370,802,2016-01-06 07:32:44,Saque,-335
11969,802,2016-05-25 16:47:11,Saque,-165
21000,802,2016-10-01 19:55:06,Saque,-430
55631,802,2017-06-15 19:16:44,Saque,-570
18187,35,2016-04-12 07:10:29,Saque,-350
28053,35,2017-01-08 10:04:56,Saque,-105
28896,35,2017-01-09 21:46:43,Saque,-355
30980,35,2017-02-23 00:46:15,Saque,-80
32015,35,2017-03-05 17:39:18,Saque,-120
46599,35,2017-04-17 13:42:02,Saque,-120
50351,35,2017-05-06 19:37:53,Saque,-105
67970,291,2022-09-06 14:04:56,Saque,-165
38530,547,2016-01-03 07:00:55,Saque,-90
54014,547,2016-08-23 12:13:43,Saque,-190
55485,547,2016-09-07 03:37:19,Saque,-245
69582,547,2018-01-10 02:06:00,Saque,-770
47915,803,2022-12-29 23:59:59,Saque,-845
54939,803,2022-12-29 23:59:59,Saque,-145
64917,803,2022-12-29 23:59:59,Saque,-220
16301,36,2016-09-04 23:07:12,Saque,-50
48750,36,2022-12-18 18:34:56,Saque,-360
28130,292,2020-12-01 21:54:52,Saque,-295
50760,292,2022-05-11 15:18:53,Saque,-885
60412,292,2022-11-03 11:51:00,Saque,-135
18951,548,2022-12-29 23:59:15,Saque,-185
58312,548,2022-12-29 23:59:59,Saque,-340
61548,548,2022-12-29 23:59:59,Saque,-295
14490,804,2013-10-24 22:09:16,Saque,-95
17915,804,2013-11-18 11:15:17,Saque,-680
45181,804,2014-09-25 05:39:32,Saque,-160
57493,804,2015-10-19 06:18:50,Saque,-155
69514,37,2022-12-30 00:00:00,Saque,-525
3437,293,2018-11-13 11:18:11,Saque,-65
29736,293,2020-11-07 10:52:09,Saque,-295
39687,549,2020-12-01 17:58:54,Saque,-175
62193,805,2022-12-30 00:00:00,Saque,-385
64211,805,2022-12-30 00:00:00,Saque,-810
69255,805,2022-12-30 00:00:00,Saque,-445
34343,38,2022-12-05 20:21:14,Saque,-80
1567,294,2021-05-13 20:07:46,Saque,-95
12404,294,2022-05-27 19:04:55,Saque,-40
49443,294,2022-12-29 23:59:47,Saque,-180
13839,550,2022-04-10 11:47:01,Saque,-50
24862,550,2022-07-19 11:19:30,Saque,-160
41548,550,2022-12-30 00:00:00,Saque,-170
53947,295,2022-11-17 18:51:21,Saque,-650
19060,551,2018-08-10 03:14:00,Saque,-225
25574,551,2019-02-23 10:10:45,Saque,-915
10808,807,2022-12-29 21:19:57,Saque,-140
24402,807,2022-12-29 23:59:43,Saque,-45
27353,807,2022-12-29 23:59:53,Saque,-190
5223,40,2015-10-11 22:45:07,Saque,-65
31042,40,2022-06-13 01:50:30,Saque,-95
20644,296,2017-01-16 16:26:58,Saque,-175
40533,296,2018-12-13 16:17:35,Saque,-25
46346,552,2022-12-29 23:59:58,Saque,-285
49451,552,2022-12-29 23:59:59,Saque,-90
14941,808,2017-04-21 09:44:47,Saque,-200
14748,41,2020-11-22 07:54:13,Saque,-925
54732,41,2022-12-30 00:00:00,Saque,-100
7306,297,2018-09-10 08:11:07,Saque,-180
8694,297,2018-09-20 20:04:58,Saque,-100
20940,297,2019-01-16 07:26:27,Saque,-200
27168,297,2019-08-01 07:44:55,Saque,-285
52645,297,2020-02-05 04:52:40,Saque,-230
53554,297,2020-02-06 09:30:52,Saque,-340
55376,297,2020-02-15 22:56:47,Saque,-200
58324,297,2020-02-17 23:38:12,Saque,-605
1896,553,2017-11-18 19:37:05,Saque,-160
13851,553,2018-03-30 07:19:51,Saque,-295
51457,553,2021-01-07 10:12:56,Saque,-235
1343,809,2021-05-27 07:00:18,Saque,-105
50967,809,2022-11-07 12:37:44,Saque,-65
68839,42,2021-09-26 04:49:58,Saque,-580
2897,298,2012-05-22 08:40:21,Saque,-165
23855,298,2013-06-12 07:50:41,Saque,-225
11005,554,2022-12-13 14:24:58,Saque,-320
43262,554,2022-12-29 23:59:59,Saque,-65
1453,810,2017-09-27 01:11:36,Saque,-200
2665,810,2017-10-05 14:21:06,Saque,-50
20497,810,2020-02-12 05:39:01,Saque,-25
30064,810,2020-03-17 08:16:08,Saque,-165
4192,43,2016-10-23 19:16:25,Saque,-45
6273,43,2016-10-25 23:46:43,Saque,-145
28131,43,2020-06-03 11:37:40,Saque,-320
38103,43,2021-11-26 04:35:19,Saque,-450
43010,43,2022-12-21 06:13:23,Saque,-420
52504,43,2022-12-29 23:55:18,Saque,-300
71378,43,2022-12-29 23:59:59,Saque,-475
25109,299,2022-12-28 18:48:53,Saque,-40
27641,299,2022-12-29 19:09:24,Saque,-185
5382,555,2012-09-30 10:36:44,Saque,-45
10665,811,2020-05-01 13:51:44,Saque,-105
12561,811,2020-05-17 01:59:33,Saque,-485
14588,811,2020-06-16 17:46:11,Saque,-490
17212,811,2020-06-24 08:28:12,Saque,-300
17737,811,2020-07-10 13:05:11,Saque,-335
22953,811,2020-09-02 16:29:23,Saque,-170
29860,811,2020-10-09 01:45:58,Saque,-420
63844,811,2022-06-27 06:43:44,Saque,-460
24868,44,2021-11-24 20:10:37,Saque,-75
1735,300,2021-06-27 20:21:36,Saque,-610
14559,300,2022-09-08 08:23:00,Saque,-220
24078,300,2022-12-17 05:35:44,Saque,-45
68101,300,2022-12-29 23:59:59,Saque,-125
7893,812,2019-02-02 17:37:41,Saque,-50
52977,812,2022-04-23 12:59:40,Saque,-15
70451,812,2022-06-29 13:12:45,Saque,-155
4064,45,2015-11-06 08:30:53,Saque,-160
27520,45,2018-06-16 03:45:01,Saque,-105
27596,45,2018-06-16 03:59:02,Saque,-100
39200,45,2019-06-02 09:15:52,Saque,-180
45179,45,2019-09-30 23:56:28,Saque,-75
50717,45,2020-07-15 21:46:57,Saque,-45
62733,45,2021-02-14 01:33:46,Saque,-105
14706,301,2016-08-23 13:09:56,Saque,-370
20486,301,2016-09-19 00:22:11,Saque,-100
24332,301,2017-06-01 09:51:31,Saque,-185
27430,301,2017-06-12 07:12:48,Saque,-235
16437,557,2019-09-26 19:22:54,Saque,-285
17864,557,2019-09-28 03:26:53,Saque,-50
23534,557,2021-08-10 13:23:24,Saque,-45
3016,813,2020-11-08 00:34:06,Saque,-265
9207,813,2022-05-17 09:06:39,Saque,-205
36516,813,2022-10-31 14:04:30,Saque,-95
39775,813,2022-12-29 21:26:12,Saque,-325
2329,46,2011-07-09 07:03:37,Saque,-105
9881,46,2011-08-22 08:27:04,Saque,-145
32611,46,2011-11-22 19:21:54,Saque,-125
65935,46,2016-09-02 17:17:15,Saque,-65
8917,302,2017-08-05 00:43:29,Saque,-30
11361,302,2017-08-30 12:09:02,Saque,-310
20185,302,2018-01-15 22:22:27,Saque,-65
48357,302,2020-02-21 06:13:38,Saque,-65
19882,558,2022-10-18 12:23:53,Saque,-220
30346,558,2022-10-25 15:48:34,Saque,-80
55752,558,2022-12-29 00:10:49,Saque,-235
49075,814,2017-12-15 10:54:31,Saque,-280
52242,814,2017-12-26 16:17:18,Saque,-110
54664,814,2017-12-26 19:34:59,Saque,-150
68730,814,2018-09-10 02:33:15,Saque,-530
43436,47,2022-12-29 23:59:59,Saque,-835
45789,47,2022-12-29 23:59:59,Saque,-550
66395,47,2022-12-29 23:59:59,Saque,-740
52159,303,2020-06-10 17:45:25,Saque,-125
21604,559,2016-10-08 17:32:00,Saque,-115
36925,559,2018-10-02 18:04:05,Saque,-585
